ID;type;locale;fr_FR;category;min_value;max_value;step_value;Option1;Option2;Option3;Option4;Option5;Option6;Option7;Option8;Option9;Option10;;
141;YES_NO_IDK;fr_FR;Avez-vous déjà conduit à plus de 200 km/h ?;8,12;;;;;;;;;;;;;;;
142;YES_NO_IDK;en_US;Do you believe in love at first sight?;4,7;;;;;;;;;;;;;;;
142;YES_NO_IDK;es_ES;¿Crees en el amor a primera vista?;4,7;;;;;;;;;;;;;;;
142;YES_NO_IDK;fr_FR;Croyez-vous au coup de foudre?;4,7;;;;;;;;;;;;;;;
143;YES_NO_IDK;en_US;Have you ever participated in a political demonstration?;2;;;;;;;;;;;;;;;
143;YES_NO_IDK;es_ES;¿Alguna vez has participado en una manifestación política?;2;;;;;;;;;;;;;;;
143;YES_NO_IDK;fr_FR;Avez-vous déjà participé à une manifestation politique ?;2;;;;;;;;;;;;;;;
144;YES_NO_IDK;en_US;Are you modest?;9;;;;;;;;;;;;;;;
144;YES_NO_IDK;es_ES;¿Eres pudoroso?;9;;;;;;;;;;;;;;;
144;YES_NO_IDK;fr_FR;Etes-vous pudique?;9;;;;;;;;;;;;;;;
145;YES_NO_IDK;en_US;Are you afraid of dentists? ;8;;;;;;;;;;;;;;;
145;YES_NO_IDK;es_ES;¿Te dan miedo los dentistas? ;8;;;;;;;;;;;;;;;
145;YES_NO_IDK;fr_FR;Avez-vous peur des dentistes? ;8;;;;;;;;;;;;;;;
146;YES_NO_IDK;en_US;If you were in the Matrix or a virtual world without knowing it, would you want to be told the truth?;5;;;;;;;;;;;;;;;
146;YES_NO_IDK;es_ES;Si estuvieras en Matrix o en un mundo virtual sin saberlo, ¿querrías que te dijeran la verdad?;5;;;;;;;;;;;;;;;
146;YES_NO_IDK;fr_FR;Si vous étiez dans la matrice ou dans un monde virtuel sans le savoir, voudriez-vous qu'on vous dise la vérité ? ;5;;;;;;;;;;;;;;;
147;YES_NO_IDK;en_US;Do you like to have the last word in a conversation?;7,9;;;;;;;;;;;;;;;
147;YES_NO_IDK;es_ES;¿Te gusta tener la última palabra en una conversación?;7,9;;;;;;;;;;;;;;;
147;YES_NO_IDK;fr_FR;Aimez-vous avoir le dernier mot dans une conversation ?;7,9;;;;;;;;;;;;;;;
148;YES_NO_IDK;en_US;Have you ever done something you could never forgive yourself for? ;9;;;;;;;;;;;;;;;
148;YES_NO_IDK;es_ES;¿Alguna vez has cometido un acto que nunca te perdonarías? ;9;;;;;;;;;;;;;;;
148;YES_NO_IDK;fr_FR;Avez-vous déjà commis un acte que vous ne vous pardonneriez jamais? ;9;;;;;;;;;;;;;;;
149;YES_NO_IDK;en_US;Are you afraid of the dark? ;9;;;;;;;;;;;;;;;
149;YES_NO_IDK;es_ES;¿Te da miedo la oscuridad? ;9;;;;;;;;;;;;;;;
149;YES_NO_IDK;fr_FR;Avez-vous peur dans le noir? ;9;;;;;;;;;;;;;;;
150;YES_NO_IDK;en_US;Have you ever donated blood?;8;;;;;;;;;;;;;;;
150;YES_NO_IDK;es_ES;¿Alguna vez has donado sangre?;8;;;;;;;;;;;;;;;
150;YES_NO_IDK;fr_FR;Avez-vous déjà donné votre sang ?;8;;;;;;;;;;;;;;;
151;STEP_LABELED;en_US;The moon influences our mood.;7,9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
151;STEP_LABELED;es_ES;La luna influye en nuestro estado de ánimo.;7,9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
151;STEP_LABELED;fr_FR;La lune exerce une influence sur notre humeur.;7,9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
152;YES_NO_IDK;en_US;Do you have a secret you would never tell anyone?;7,9;;;;;;;;;;;;;;;
152;YES_NO_IDK;es_ES;¿Tienes algún secreto que no le contarías a nadie?;7,9;;;;;;;;;;;;;;;
152;YES_NO_IDK;fr_FR;Avez-vous un secret que vous ne confierez à personne ?;7,9;;;;;;;;;;;;;;;
153;STEP_LABELED;en_US;The concept of fidelity is outdated.;11,12;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
153;STEP_LABELED;es_ES;El concepto de fidelidad está obsoleto.;11,12;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
153;STEP_LABELED;fr_FR;La notion de fidélité est dépassée.;11,12;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
154;YES_NO_IDK;en_US;Do you have any body image issues?;9;;;;;;;;;;;;;;;
154;YES_NO_IDK;es_ES;¿Tienes complejos por alguna parte de tu cuerpo?;9;;;;;;;;;;;;;;;
154;YES_NO_IDK;fr_FR;Etes-vous complexé(e) par une partie de votre corps?;9;;;;;;;;;;;;;;;
155;YES_NO_IDK;en_US;Have you ever answered the phone while having sex?;4,5;;;;;;;;;;;;;;;
155;YES_NO_IDK;es_ES;¿Alguna vez has contestado al teléfono mientras hacías el amor?;4,5;;;;;;;;;;;;;;;
155;YES_NO_IDK;fr_FR;Vous est-il arrivé de répondre au téléphone pendant que vous faisiez l'amour ?;4,5;;;;;;;;;;;;;;;
156;STEP_LABELED;en_US;Prostitution should be recognized as a real profession.;2,3;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
156;STEP_LABELED;es_ES;La prostitución debería reconocerse como una profesión real.;2,3;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
156;STEP_LABELED;fr_FR;La prostitution devrait être reconnue comme un vrai métier.;2,3;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
157;STEP_LABELED;en_US;Do you tip people who provide you with services?;4;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
157;STEP_LABELED;es_ES;¿Dejas propina a las personas que te prestan un servicio?;4;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
157;STEP_LABELED;fr_FR;Laissez-vous des pourboires aux personnes qui vous rendent service ?;4;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
158;YES_NO_IDK;en_US;Have you ever cried your eyes out out of despair over love?;4;;;;;;;;;;;;;;;
158;YES_NO_IDK;es_ES;¿Alguna vez has llorado a lágrima viva por desesperación amorosa?;4;;;;;;;;;;;;;;;
158;YES_NO_IDK;fr_FR;Avez-vous déjà pleuré toutes les larmes de votre corps par désespoir amoureux ?;4;;;;;;;;;;;;;;;
159;YES_NO_IDK;en_US;Would you like to live abroad?;9;;;;;;;;;;;;;;;
159;YES_NO_IDK;es_ES;¿Te gustaría vivir en el extranjero?;9;;;;;;;;;;;;;;;
159;YES_NO_IDK;fr_FR;Voudriez-vous vivre à l'étranger ?;9;;;;;;;;;;;;;;;
160;STEP_LABELED;en_US;The soul exists beyond the body.;4;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
160;STEP_LABELED;es_ES;El alma existe más allá del cuerpo.;4;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
160;STEP_LABELED;fr_FR;L'âme existe au-delà du corps.;4;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
161;STEP_LABELED;en_US;Friendship is stronger than love.;3;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
161;STEP_LABELED;es_ES;La amistad es más fuerte que el amor.;3;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
161;STEP_LABELED;fr_FR;L'amitié est plus forte que l'amour.;3;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
162;STEP_LABELED;en_US;Abortion is a crime.;1;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
162;STEP_LABELED;es_ES;El aborto es un delito.;1;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
162;STEP_LABELED;fr_FR;L'avortement est un crime.;1;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
163;YES_NO_IDK;en_US;Do you think humans evolved from apes?;3;;;;;;;;;;;;;;;
163;YES_NO_IDK;es_ES;¿Crees que el hombre desciende del mono?;3;;;;;;;;;;;;;;;
163;YES_NO_IDK;fr_FR;Pensez-vous que l'homme descend du singe ?;3;;;;;;;;;;;;;;;
164;YES_NO_IDK;en_US;Have you ever stolen the lover of someone close to you?;4,7;;;;;;;;;;;;;;;
164;YES_NO_IDK;es_ES;¿Alguna vez le has robado el amor a alguien cercano?;4,7;;;;;;;;;;;;;;;
164;YES_NO_IDK;fr_FR;Avez-vous déjà piqué l'amoureux( se) de quelqu'un de proche?;4,7;;;;;;;;;;;;;;;
165;YES_NO_IDK;en_US;Are you embarrassed to buy condoms at the pharmacy? ;4,8;;;;;;;;;;;;;;;
165;YES_NO_IDK;es_ES;¿Te da vergüenza comprar preservativos en la farmacia? ;4,8;;;;;;;;;;;;;;;
165;YES_NO_IDK;fr_FR;Etes-vous gêné d'acheter des préservatifs à la pharmacie? ;4,8;;;;;;;;;;;;;;;
166;YES_NO_IDK;en_US;Do you talk to your pet?;8;;;;;;;;;;;;;;;
166;YES_NO_IDK;es_ES;¿Hablas con tu mascota?;8;;;;;;;;;;;;;;;
166;YES_NO_IDK;fr_FR;Parlez-vous à votre animal de compagnie?;8;;;;;;;;;;;;;;;
167;STEP_LABELED;en_US;Climate change will wipe out humanity.;4;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
167;STEP_LABELED;es_ES;El cambio climático acabará con la humanidad.;4;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
167;STEP_LABELED;fr_FR;Le dérèglement climatique va éteindre l'humanité.;4;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
168;YES_NO_IDK;en_US;Do you find it easy to express your feelings?;9;;;;;;;;;;;;;;;
168;YES_NO_IDK;es_ES;¿Expresas fácilmente tus sentimientos?;9;;;;;;;;;;;;;;;
168;YES_NO_IDK;fr_FR;Exprimez-vous facilement vos sentiments?;9;;;;;;;;;;;;;;;
169;STEP_LABELED;en_US;The development of social media makes us more knowledgeable.;1,7;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
169;STEP_LABELED;es_ES;El desarrollo de las redes sociales nos hace más sabios.;1,7;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
169;STEP_LABELED;fr_FR;Le développement des réseaux sociaux nous rend plus savant.;1,7;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
170;YES_NO_IDK;en_US;Do you still have a favorite stuffed animal?;9;;;;;;;;;;;;;;;
170;YES_NO_IDK;es_ES;¿Tienes un peluche al que sigues estando apegado?;9;;;;;;;;;;;;;;;
170;YES_NO_IDK;fr_FR;Avez-vous un doudou auquel vous êtes encore attaché?;9;;;;;;;;;;;;;;;
171;YES_NO_IDK;en_US;Have you ever wet your pants as an adult?;5;;;;;;;;;;;;;;;
171;YES_NO_IDK;es_ES;¿Alguna vez te has hecho pis en los pantalones siendo adulto?;5;;;;;;;;;;;;;;;
171;YES_NO_IDK;fr_FR;Avez-vous déjà fait dans votre culotte à l'âge adulte ?;5;;;;;;;;;;;;;;;
172;YES_NO_IDK;en_US;Do you own more than 10 pairs of shoes?;8;;;;;;;;;;;;;;;
172;YES_NO_IDK;es_ES;¿Tienes más de 10 pares de zapatos?;8;;;;;;;;;;;;;;;
172;YES_NO_IDK;fr_FR;Possédez-vous plus de 10 paires de chaussures ?;8;;;;;;;;;;;;;;;
173;STEP_LABELED;en_US;A person's weight is a deal-breaker in your search for a partner.;3,9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
173;STEP_LABELED;es_ES;El peso de una persona es un criterio decisivo en su búsqueda de pareja.;3,9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
173;STEP_LABELED;fr_FR;Le poids d'une personne est un critère rédhibitoire dans votre recherche de partenaire.;3,9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
174;YES_NO_IDK;en_US;Do you sometimes feel like your partner treats you like their mother or father?;4;;;;;;;;;;;;;;;
174;YES_NO_IDK;es_ES;¿A veces tienes la impresión de que tu pareja te toma por su madre o su padre?;4;;;;;;;;;;;;;;;
174;YES_NO_IDK;fr_FR;Avez-vous parfois l'impression que votre partenaire vous prend pour sa mère ou son père ?;4;;;;;;;;;;;;;;;
175;STEP_LABELED;en_US;Animals, not to mention humans, have souls.;1;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
175;STEP_LABELED;es_ES;Los animales, por no hablar de los seres humanos, tienen alma.;1;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
175;STEP_LABELED;fr_FR;Les animaux, sans parler de l'homme, ont une âme.;1;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
176;YES_NO_IDK;en_US;Have you ever received a love letter from a complete stranger?;7;;;;;;;;;;;;;;;
176;YES_NO_IDK;es_ES;¿Alguna vez has recibido una carta de amor de un completo desconocido?;7;;;;;;;;;;;;;;;
176;YES_NO_IDK;fr_FR;Avez-vous déjà reçu une lettre d'amour d'un parfait inconnu?;7;;;;;;;;;;;;;;;
177;STEP_LABELED;en_US;The unemployed should take on public service jobs.;2;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
177;STEP_LABELED;es_ES;Los desempleados deberían realizar trabajos de utilidad pública.;2;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
177;STEP_LABELED;fr_FR;Les chomeurs devraient assumer des travaux d'utilité publique.;2;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
178;YES_NO_IDK;en_US;Do you own intimate jewelry? ;8;;;;;;;;;;;;;;;
178;YES_NO_IDK;es_ES;¿Tienes joyas íntimas? ;8;;;;;;;;;;;;;;;
178;YES_NO_IDK;fr_FR;Possédez-vous des bijoux intimes? ;8;;;;;;;;;;;;;;;
179;STEP_LABELED;en_US;Women are genuinely interested in the size of a man's penis.;8;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
179;STEP_LABELED;es_ES;A las mujeres les interesa realmente el tamaño del pene de los hombres.;8;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
179;STEP_LABELED;fr_FR;Les femmes s'intéressent réellement à la taille du pénis de l'homme.;8;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
180;YES_NO_IDK;en_US;Would you like to go back in time to change your life?;9;;;;;;;;;;;;;;;
180;YES_NO_IDK;es_ES;¿Te gustaría volver atrás en el tiempo para cambiar tu vida?;9;;;;;;;;;;;;;;;
180;YES_NO_IDK;fr_FR;Voudriez-vous revenir dans le temps pour changer votre vie?;9;;;;;;;;;;;;;;;
181;STEP_LABELED;en_US;Civil servants work less than others.;2;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
181;STEP_LABELED;es_ES;Los funcionarios trabajan menos que los demás.;2;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
181;STEP_LABELED;fr_FR;Les fonctionnaires travaillent moins que les autres.;2;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
182;YES_NO_IDK;en_US;Have you ever secretly read someone's diary?;5,7;;;;;;;;;;;;;;;
182;YES_NO_IDK;es_ES;¿Alguna vez has leído en secreto el diario íntimo de alguien?;5,7;;;;;;;;;;;;;;;
182;YES_NO_IDK;fr_FR;Avez-vous déjà lu secrètement le journal intime de quelqu'un ?;5,7;;;;;;;;;;;;;;;
183;STEP_LABELED;en_US;Men are better drivers than women.;8,9,10;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
183;STEP_LABELED;es_ES;Los hombres conducen mejor que las mujeres.;8,9,10;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
183;STEP_LABELED;fr_FR;Les hommes conduisent mieux que les femmes.;8,9,10;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
184;YES_NO_IDK;en_US;Do you like to say dirty words while having sex? ;4;;;;;;;;;;;;;;;
184;YES_NO_IDK;es_ES;¿Te gusta decir palabrotas mientras haces el amor? ;4;;;;;;;;;;;;;;;
184;YES_NO_IDK;fr_FR;Aimez-vous dire des mots cochons en faisant l'amour? ;4;;;;;;;;;;;;;;;
185;YES_NO_IDK;en_US;Do you usually sleep naked?;8;;;;;;;;;;;;;;;
185;YES_NO_IDK;es_ES;¿Sueles dormir desnudo?;8;;;;;;;;;;;;;;;
185;YES_NO_IDK;fr_FR;Dormez-vous généralement nu ?;8;;;;;;;;;;;;;;;
186;YES_NO_IDK;en_US;Did you think your first time was amazing?;4;;;;;;;;;;;;;;;
186;YES_NO_IDK;es_ES;¿Crees que tu primera vez fue genial?;4;;;;;;;;;;;;;;;
186;YES_NO_IDK;fr_FR;Trouvez-vous que votre première fois a été géniale ?;4;;;;;;;;;;;;;;;
187;STEP_LABELED;en_US;Local politicians should be given more power and resources by your country.;9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
187;STEP_LABELED;es_ES;Los políticos locales deberían tener más poder y recursos en su país.;9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
187;STEP_LABELED;fr_FR;Les hommes et femmes politiques locaux devraient se voir confier plus de pouvoirs et de moyens par votre pays.;9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
188;STEP_LABELED;en_US;Men always want to have sex.;7,8,9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
188;STEP_LABELED;es_ES;Los hombres siempre quieren hacer el amor.;7,8,9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
188;STEP_LABELED;fr_FR;Les hommes ont toujours envie de faire l'amour.;7,8,9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
189;STEP_LABELED;en_US;Politicians think of themselves first.;10;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
189;STEP_LABELED;es_ES;Los políticos piensan primero en sí mismos.;10;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
189;STEP_LABELED;fr_FR;Les hommes politiques pensent d'abord à eux-mêmes.;10;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
190;STEP_LABELED;en_US;Men are smarter than women.;9,11;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
190;STEP_LABELED;es_ES;Los hombres son más inteligentes que las mujeres.;9,11;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
190;STEP_LABELED;fr_FR;Les hommes sont plus intelligents que les femmes.;9,11;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
191;STEP_LABELED;en_US;Teachers should be allowed to slap insolent students.;3;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
191;STEP_LABELED;es_ES;Los profesores deberían poder abofetear a los alumnos insolentes.;3;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
191;STEP_LABELED;fr_FR;Les professeurs devraient pouvoir gifler les élèves insolents.;3;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
192;STEP_LABELED;en_US;Robots will one day take control of the earth.;7;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
192;STEP_LABELED;es_ES;Los robots tomarán algún día el control de la Tierra.;7;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
192;STEP_LABELED;fr_FR;Les robots prendront un jour le contrôle de la terre.;7;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
193;YES_NO_IDK;en_US;Have you ever peed in a swimming pool as an adult?;5;;;;;;;;;;;;;;;
193;YES_NO_IDK;es_ES;¿Alguna vez has hecho pis en una piscina siendo adulto?;5;;;;;;;;;;;;;;;
193;YES_NO_IDK;fr_FR;Avez-vous déjà fait pipi dans une piscine à l'âge adulte ?;5;;;;;;;;;;;;;;;
194;YES_NO_IDK;en_US;Have you ever felt like someone was looking at you strangely in the street?;8;;;;;;;;;;;;;;;
194;YES_NO_IDK;es_ES;¿Alguna vez has tenido la sensación de que alguien te miraba de forma extraña por la calle?;8;;;;;;;;;;;;;;;
194;YES_NO_IDK;fr_FR;Avez-vous déjà eu l' impression que quelqu'un vous regardait bizarrement dans la rue?;8;;;;;;;;;;;;;;;
195;STEP_LABELED;en_US;Robots will do our work for us in the future.;2;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
195;STEP_LABELED;es_ES;Los robots trabajarán en nuestro lugar en el futuro.;2;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
195;STEP_LABELED;fr_FR;Les robots travailleront à notre place dans l'avenir.;2;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
196;YES_NO_IDK;en_US;Have you ever been caught having sex? ;4,5;;;;;;;;;;;;;;;
196;YES_NO_IDK;es_ES;¿Alguna vez te han pillado haciendo el amor? ;4,5;;;;;;;;;;;;;;;
196;YES_NO_IDK;fr_FR;Avez-vous déjà été surpris(e) en train de faire l'amour? ;4,5;;;;;;;;;;;;;;;
197;STEP_LABELED;en_US;Terrorists believe they are acting for the good of the world when they commit crimes.;9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
197;STEP_LABELED;es_ES;Los terroristas creen que actúan por el bien del mundo cuando cometen crímenes.;9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
197;STEP_LABELED;fr_FR;Les terroristes estiment agir pour le bien du monde quand ils commettent des crimes.;9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
198;YES_NO_IDK;en_US;Have you ever fought with someone?;7;;;;;;;;;;;;;;;
198;YES_NO_IDK;es_ES;¿Alguna vez te has peleado con alguien?;7;;;;;;;;;;;;;;;
198;YES_NO_IDK;fr_FR;Vous-êtes vous déjà battu avec quelqu'un ?;7;;;;;;;;;;;;;;;
199;STEP_LABELED;en_US;Real men pee standing up.;2,11;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
199;STEP_LABELED;es_ES;Los hombres de verdad orinan de pie.;2,11;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
199;STEP_LABELED;fr_FR;Les vrais hommes pissent-ils debout.;2,11;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
200;YES_NO_IDK;en_US;Do you think your penis or breasts are too small?;4,9;;;;;;;;;;;;;;;
200;YES_NO_IDK;es_ES;¿Crees que tu pene o tus pechos son demasiado pequeños?;4,9;;;;;;;;;;;;;;;
200;YES_NO_IDK;fr_FR;Pensez-vous votre pénis ou poitrine trop petit ( e) ?;4,9;;;;;;;;;;;;;;;
201;YES_NO_IDK;en_US;Do you ever talk to yourself?;9;;;;;;;;;;;;;;;
201;YES_NO_IDK;es_ES;¿Alguna vez hablas solo?;9;;;;;;;;;;;;;;;
201;YES_NO_IDK;fr_FR;Vous arrive t-il de parler tout(e) seul(e) ?;9;;;;;;;;;;;;;;;
202;YES_NO_IDK;en_US;Has one of your partners ever fallen asleep during sex?;4;;;;;;;;;;;;;;;
202;YES_NO_IDK;es_ES;¿Alguna vez se ha quedado dormido alguno de tus compañeros sexuales durante el acto sexual?;4;;;;;;;;;;;;;;;
202;YES_NO_IDK;fr_FR;Un de vos partenaires s'est-il déjà endormi(e) pendant un rapport sexuel?;4;;;;;;;;;;;;;;;
203;YES_NO_IDK;en_US;Have you ever lent more than $500 to a friend?;7;;;;;;;;;;;;;;;
203;YES_NO_IDK;es_ES;¿Alguna vez le ha prestado más de 500 euros a un amigo?;7;;;;;;;;;;;;;;;
203;YES_NO_IDK;fr_FR;Avez-vous prêté plus de 500 euros à un ami ?;7;;;;;;;;;;;;;;;
204;STEP_LABELED;en_US;People give money to homeless people to feed their own egos.;2;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
204;STEP_LABELED;es_ES;La gente da dinero a las personas sin hogar para alimentar su propio ego.;2;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
204;STEP_LABELED;fr_FR;Les gens donnent de l'argent aux sans-abris pour nourrir leur propre ego.;2;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
205;YES_NO_IDK;en_US;Have you or any of your relatives ever been to prison?;8;;;;;;;;;;;;;;;
205;YES_NO_IDK;es_ES;¿Alguna vez usted o alguno de sus familiares ha estado en la cárcel?;8;;;;;;;;;;;;;;;
205;YES_NO_IDK;fr_FR;Est-ce que vous ou un de vos proches avez déjà fait de la prison ?;8;;;;;;;;;;;;;;;
206;YES_NO_IDK;en_US;Have you ever completely shaved your pubic hair?;4;;;;;;;;;;;;;;;
206;YES_NO_IDK;es_ES;¿Alguna vez se ha afeitado completamente el pubis?;4;;;;;;;;;;;;;;;
206;YES_NO_IDK;fr_FR;Vous-êtes vous déjà complètement rasé le pubis ?;4;;;;;;;;;;;;;;;
207;YES_NO_IDK;en_US;Do you believe in God?;1;;;;;;;;;;;;;;;
207;YES_NO_IDK;es_ES;¿Cree en Dios?;1;;;;;;;;;;;;;;;
207;YES_NO_IDK;fr_FR;Croyez-vous en Dieu?;1;;;;;;;;;;;;;;;
208;YES_NO_IDK;en_US;Do you prefer to use the toilet at home?;5,8;;;;;;;;;;;;;;;
208;YES_NO_IDK;es_ES;¿Prefiere ir al baño en su casa?;5,8;;;;;;;;;;;;;;;
208;YES_NO_IDK;fr_FR;Préférez-vous aller aux toilettes chez vous ?;5,8;;;;;;;;;;;;;;;
209;YES_NO_IDK;en_US;Can a person's weight be a deal-breaker in your search for a partner?;4,7;;;;;;;;;;;;;;;
209;YES_NO_IDK;es_ES;¿El peso de una persona puede ser un criterio decisivo en su búsqueda de pareja?;4,7;;;;;;;;;;;;;;;
